"main.id","hpq_prog.id","prog_line","progtype","progname","prognmem","progimplementor","progimplementor_o"
"278498","0","5","16","take care i care","2","3",""
"278539","0","7","16","take care i care","1","3",""
"280264","0","11","19","TESDA livelihood program","1","1",""
"280266","0","9","18","Emie Calixto Educational Assistance","1","3",""
"280269","0","14","16","Take Care,I Care","7","3",""
"280672","0","5","15","Avida health care","4","6",""
"280705","0","4","15","metro care","3","6",""
"288407","0","23","16","Take Care,I Care","2","3",""
"291580","0","2","16","take care i care","1","3",""
"291596","0","2","16","take care i care","1","3",""
"291629","0","2","16","take care i care","2","3",""
"291632","0","6","16","take care i care","1","3",""
"291650","0","7","16","take care i care","1","3",""
"291653","0","6","16","take care i care","1","3",""
"291661","0","7","16","take care i care","1","3",""
"291671","0","7","16","take care i care","1","3",""
"293498","0","4","16","take care i care","3","3",""
"294780","0","17","16","Take care I care","1","1",""
"298909","0","3","16","take care i care","1","1",""
"300913","0","7","16","Take care i care","1","3",""
"301483","0","27","16","Take care i care","1","3",""
"302899","0","6","15","medicard","4","6",""
"307757","0","7","16","Take care i care","3","3",""
"314046","0","19","16","Take Care i care","6","3",""
"314104","0","5","16","take care i care","4","3",""
"314105","0","7","16","take care i care","4","3",""
"314107","0","4","16","take care i care","3","3",""
"314111","0","5","15","intellicare","2","6",""
"314115","0","4","16","take care i care","1","3",""
"314341","0","9","15","cocolife","4","6",""
"314344","0","7","16","take care i care","2","3",""
"314345","0","5","16","take care i care","4","3",""
"314347","0","9","16","take care i care","4","3",""
"314348","0","10","15","medicard","4","6",""
"316787","0","2","15","maxicare","1","6",""
"316789","0","4","15","maxicare","3","6",""
"316791","0","4","15","maxicare","1","6",""
"316794","0","6","15","cocolife","5","6",""
"316795","0","5","16","take care i care","4","3",""
"316801","0","5","15","maxicare","2","6",""
"316802","0","3","16","take care i care","2","3",""
"316805","0","5","16","take care i care","2","3",""
"316806","0","4","16","take care i care","1","3",""
"316809","0","10","16","take care i care","6","3",""
"316812","0","4","15","hmi","1","6",""
"316957","0","5","15","maxicare","4","6",""
"316958","0","10","15","medicard","4","6",""
"316959","0","4","15","hmi","1","6",""
"316979","0","4","16","take care i care","3","3",""
"316980","0","5","16","take care i care","1","3",""
"316982","0","7","16","take care i care","6","3",""
"316983","0","9","16","take care i care","3","3",""
"316985","0","4","16","takee care icare","2","3",""
"316987","0","3","16","take care i care","2","3",""
"316991","0","6","16","take care i care","3","3",""
"316992","0","5","16","take care i care","3","3",""
"317008","0","4","15","hmi","1","6",""
"317009","0","6","16","take care i care","3","3",""
"322117","0","7","16","take care i care","2","3",""
"322120","0","9","16","take care i care","6","3",""
"326091","0","4","16","take care i care","3","3",""
"326101","0","3","16","taje care i care","1","3",""
"327645","0","7","16","Take Care,I Care","3","3",""
"327662","0","44","16","Take Care, I Care","7","3",""
"327671","0","23","16","Take Care,I Care","2","3",""
"327672","0","20","16","Take Care,I Care","2","3",""
"327674","0","8","16","Take Care,I Care","4","3",""
"327679","0","24","16","Take Care,I Care","4","3",""
"327685","0","10","16","Take Care,I Care","1","3",""
"327686","0","12","16","Take Care,I Care","6","3",""
"327686","1","101","16","Maxicare","1","6",""
"327689","0","10","16","Philcare","4","6",""
"327693","0","21","16","Take Care,I Care","5","3",""
"329762","0","17","16","take care i care","4","3",""
"329764","0","15","16","take care i care","3","3",""
"333117","0","9","16","Take care i care","3","3",""
"333858","0","3","16","take care i care","2","1",""
"337282","0","13","16","take care i care","2","3",""
"337357","0","11","16","take care i care","4","3",""
"337570","0","2","16","Take Care I Care","2","3",""
"337591","0","3","16","Take Care I Care","1","3",""
"337599","0","7","16","Take Care I Care","1","3",""
"337601","0","2","16","Take Care I Care","1","3",""
"337605","0","2","16","Take Care I Care","1","3",""
"337610","0","2","16","Take Care I Care","1","3",""
"337619","0","2","16","Take Care I Care","1","3",""
"337623","0","2","16","Take Care I Care","1","3",""
"337626","0","2","16","Take Care I Care","1","3",""
"337635","0","10","16","Take Care I Care","2","3",""
"337651","0","2","16","Take Care I Care","1","3",""
"337655","0","2","16","Take Care I Care","1","3",""
"337656","0","2","16","Take Care I Care","1","3",""
"337690","0","2","16","Take Care I Care","1","3",""
"337716","0","6","16","Take Care I Care","1","3",""
"337723","0","2","16","Take Care I Care","3","3",""
"340014","0","6","16","take care i care","5","3",""
"340015","0","3","16","take care i care ","2","3",""
"340018","0","4","16","take care i care","3","3",""
"340019","0","6","15","maxicare","4","6",""
"340021","0","7","16","take care i care","1","3",""
"340022","0","4","15","maxicare","3","6",""
"340028","0","3","15","maxicare","2","6",""
"340029","0","7","16","take care i care","6","3",""
"340035","0","4","16","take care i care","1","3",""
"340036","0","8","16","take care i care","2","3",""
"347393","0","9","16","take care i care","5","3",""
"347399","0","6","15","supreme court health card","4","1",""
"349666","0","11","16","take care i care","6","3",""
"349907","0","17","16","take care i care","3","1",""
"350008","0","7","16","take care icare","2","3",""
"350020","0","7","16","take care icare","2","3",""
"351052","0","7","16","take care i care","1","3",""
"351579","0","9","15","intellicare","3","6",""
"351581","0","3","15","maxi care","2","6",""
"351583","0","4","15","fortune care","1","6",""
"351584","0","3","15","maxicare","2","6",""
"356970","0","3","16","take care i care","2","3",""
"356972","0","3","16","take care i care","2","3",""
"356973","0","12","16","take care i care","3","3",""
"356975","0","3","16","take care i care","2","3",""
"357013","0","7","16","take care i care","2","3",""
"358588","0","3","16","Intellicare","1","6",""
"358591","0","5","16","Intellicare","2","6",""
"358618","0","3","16","Take Care I Care","1","3",""
"358659","0","9","16","Take Care I Care","4","3",""
"358662","0","9","16","Take Care I Care","3","3",""
"358670","0","9","16","Take Care i care","4","3",""
"358671","0","5","16","Take Care I Care","2","3",""
"358673","0","9","16","Take Care I Care","3","3",""
"358738","0","3","16","Take Care I Care","1","1",""
"358741","0","5","16","Take Care I Care","1","3",""
"358744","0","4","16","Take Care I Care","3","3",""
"358745","0","5","16","Take Care I Care","2","3",""
"358746","0","3","16","Take Care I Care","1","3",""
"358765","0","8","16","Take Care I Care","1","3",""
"358770","0","9","16","Take Care I Care","4","3",""
"358814","0","4","16","Take Care i care","3","3",""
"372950","0","16","16","Take Care I Care","5","3",""
"372964","0","7","16","Take Care I Care","1","3",""
"372971","0","11","16","Take Care I Care","2","3",""
"372974","0","21","16","Take care I care","1","3",""
"373013","0","3","16","Take care I care","1","3",""
"373035","0","11","16","Take care I care","1","3",""
"373069","0","4","16","Take care I care","1","3",""
"373078","0","11","16","Take care I care","1","3",""
"373343","0","1409143071799","16","Take care i care","6","3",""
"373358","0","17","16","Take care i care","3","3",""
"376912","0","12","16","Take Care, I Care","1","3",""
"376923","0","11","16","Take Care, I care","1","3",""
"376932","0","26","16","Take Care,I Care","3","3",""
"376934","0","11","16","Take Care, I care","1","3",""
"376935","0","7","16","Maxicare","2","6",""
"376935","1","8","16","Intellicare","1","6",""
"376947","0","7","21","Pag-Ibig Fund","1","1",""
"376948","0","19","16","Take Care,I Care","6","3",""
"376978","0","18","16","Take Care, I Care","3","3",""
"376982","0","9","21","Pag -Ibig Fund","1","1",""
"376999","0","9","16","Pag Ibig Fund","1","1",""
"377002","0","4","21","Pag-ibig","1","1",""
"377004","0","9","21","Pag Ibig Fund","2","1",""
"377008","0","4","21","Pag -ibig","2","1",""
"377008","1","5","16","Maxicare","2","6",""
"377009","0","5","21","Pag Ibig","1","1",""
"377010","0","7","21","Pag-ibig","2","1",""
"377012","0","9","21","Pag-ibig","1","1",""
"377015","0","25","16","Pag Ibig Fund","1","1",""
"377020","0","3","16","Intellicare","1","6",""
"377021","0","7","16","Maxicare","2","6",""
"377024","0","6","16","Philcare","1","6",""
"377024","1","7","16","Pag Ibig Fund","1","1",""
"377028","0","5","16","Pag Ibig Fund","1","1",""
"377030","0","3","21","Pag-ibig","1","1",""
"377036","0","14","16","Take Care,I Care","5","3",""
"377063","0","4","16","Maxicare","3","6",""
"383966","0","11","16","take care i care","3","3",""
"388503","0","5","16","Take Care i care","1","3",""
"388833","0","12","16","take care i care","3","3",""
"388851","0","16","16","take care i care","7","3",""
"392356","0","3","16","take care i care","1","3",""
"394045","0","15","16","take care i care","4","3",""
"398613","0","15","16","take care i care","3","3",""
"400735","0","6","18","up scholar","1","6",""
"400744","0","3","16","take care i care","1","3",""
"402690","0","5","15","medicard","1","6",""
"402731","0","5","15","maxicare","4","6",""
"402746","0","5","15","maxicare","2","6",""
"402749","0","5","15","medocare","2","6",""
"402764","0","9","16","take care i care","6","3",""
"403203","0","4","16","take Care I Care","1","3",""
"403922","0","5","16","take care i care","2","3",""
"416982","0","5","15","intellicare","1","6",""
"416982","1","6","15","maxicare","1","6",""
"416996","0","6","16","take care i care","1","3",""
"428986","0","13","16","Take Care I Care","4","3",""
"428992","0","11","16","Take Care I Care","4","3",""
"429015","0","7","16","Take Care I Care","2","3",""
"429052","0","3","16","Take Care I Care","1","3",""
"429083","0","5","16","take care i care","1","3",""
"429095","0","6","15","intellicare","1","6",""
"429121","0","6","16","take care i care","1","3",""
"429209","0","7","16","Take Care I Care","1","3",""
"429303","0","5","16","Take Care I Care","2","3",""
"429318","0","5","16","Take Care I Care","2","3",""
"429621","0","13","16","take care i care","1","3",""
"429639","0","2","16","take care i care","1","3",""
"429684","0","2","16","take care i care","1","3",""
"429685","0","8","16","take care i care","1","3",""
"429729","0","7","16","take care i care","1","3",""
"429898","0","2","16","take care i care","1","3",""
"430089","0","6","16","take care i care","1","3",""
"430097","0","8","16","take care i care","1","3",""
"430113","0","6","16","take care i care","1","3",""
"430118","0","2","16","take care i care","1","3",""
"430173","0","2","16","take care i care","1","3",""
"430177","0","2","16","take care i care","1","3",""
"430313","0","5","16","take care i care","1","3",""
"432629","0","11","16","take care i care","3","3",""
"432632","0","9","16","take care i care","7","3",""
"432633","0","10","16","take care i care","4","3",""
"435247","0","6","16","take care i care","3","3",""
"435250","0","7","16","take care i care","4","3",""
"435253","0","11","16","take care i care","5","3",""
"436388","0","4","16","take care i care","1","3",""
"436396","0","4","16","take care i care","1","3",""
"436397","0","5","16","take care i care ","1","3",""
"441007","0","16","16","take care i care","4","3",""
"441879","0","16","16","take care i care","4","3",""
"441882","0","6","16","take care i care","2","3",""
"441886","0","4","16","take care i care","2","3",""
"442695","0","6","16","take care i care","1","3",""
"442713","0","6","16","take care i care","1","3",""
"442756","0","2","16","take care i care","1","3",""
"442790","0","3","16","take care i care","1","3",""
"444841","0","5","16","philhealth ng masa","1","1",""
"444859","0","2","16","take care i care","1","3",""
"455217","0","2","16","take care i care","1","3",""
"455262","0","3","16","take care  i care","1","3",""
"455262","1","4","16","take care i care","1","3",""
